label,Turbidity,pH,Rainfall,Nitrogen,Phosphorus,Potassium,Humidity
Stevia,1.16,6.97,685.54,2.43,0.55,1.67,69.12
Pansy,2.2,7.37,457.78,2.41,0.74,1.93,77.21
Daffodil,4.76,5.78,520.71,2.46,1.0,0.66,59.01
Rose,3.5,6.59,688.61,2.67,0.51,0.69,44.44
Snake plant (Sansevieria trifasciata),1.46,6.3,764.05,2.37,1.09,0.81,37.41
Morning glory,0.77,5.83,780.67,1.41,0.75,1.55,68.94
Geranium,2.45,5.56,744.5,1.5,0.85,1.21,59.74
Thyme,3.57,7.93,541.23,2.47,0.98,1.59,61.01
Sweet pea,2.19,6.27,686.5,1.22,1.18,1.9,79.53
Basil,0.96,6.8,599.24,3.23,0.64,1.18,83.98
Pansy,3.12,6.56,218.0,2.37,1.06,1.79,52.28
Chives,1.54,6.27,857.89,2.09,0.95,1.77,58.38
Geranium,1.43,7.21,379.06,2.25,0.69,1.71,65.41
Zinnia,2.98,6.82,533.96,1.21,1.07,1.24,62.66
Peppermint,1.24,6.75,486.96,1.13,0.84,1.53,66.54
Pothos (Epipremnum aureum),4.29,6.04,467.8,1.77,0.87,2.42,71.53
Snapdragon,2.76,7.12,503.08,2.61,0.69,1.38,67.27
Bay leaf (Bay laurel),1.46,6.7,407.17,1.32,0.72,1.85,59.33
Aloe vera,4.04,6.03,100.08,2.01,0.54,2.36,64.01
Nasturtium,2.76,6.43,204.47,1.86,0.95,1.65,69.99
Sage,1.56,6.2,289.69,1.6,0.54,1.42,65.62
African violet (Saintpaulia),3.67,6.22,456.37,2.44,0.2,1.08,63.21
Marigold,1.89,7.89,521.57,2.25,1.13,1.95,43.25
Lavender cotton (Santolina),2.53,6.79,672.05,1.26,0.67,1.93,55.46
Bay leaf (Bay laurel),3.16,6.88,354.9,2.46,1.19,1.8,44.53
Crocus,1.46,6.47,779.1,1.39,0.82,1.9,58.32
Lavender cotton (Santolina),2.46,6.54,507.83,2.26,0.89,1.46,45.29
Lemon verbena,0.96,6.23,303.64,2.16,0.72,1.0,76.45
African violet (Saintpaulia),4.97,7.12,195.05,1.52,0.22,1.67,33.82
Tulip,0.23,5.71,691.38,2.28,0.13,2.38,52.57
Orchid,4.86,7.24,402.06,1.93,0.18,1.8,34.82
Marigold,1.88,7.79,790.3,2.0,0.79,1.25,57.28
Parsley,3.46,5.72,682.42,2.91,0.96,1.35,79.44
Tulip,1.19,5.67,146.78,1.03,1.45,2.39,65.5
Tarragon,3.28,7.34,549.42,1.65,0.86,1.85,62.64
Aloe vera,2.29,5.77,536.89,0.57,0.66,1.67,74.23
Orchid,3.78,6.38,397.96,1.69,1.43,2.24,40.66
Peace lily (Spathiphyllum),3.06,5.75,701.16,1.14,0.18,1.98,56.97
Fennel,0.79,6.22,695.89,2.57,0.76,1.78,63.69
Pothos (Epipremnum aureum),3.3,5.64,758.01,2.83,0.98,1.14,37.93
Tarragon,3.47,6.39,533.31,1.65,0.83,1.37,44.84
Calendula (Pot marigold),2.28,6.98,335.37,2.08,0.73,1.21,60.93
Snake plant (Sansevieria trifasciata),1.65,6.84,143.21,1.04,0.31,2.13,64.28
Chives,4.12,6.41,705.83,1.99,1.12,2.4,72.36
Chives,3.01,6.12,703.42,1.93,0.86,1.0,62.25
Iris,2.89,6.23,513.71,1.46,0.56,1.19,46.32
Tomato,1.99,5.92,236.19,2.12,0.81,2.46,79.65
Lemon verbena,1.34,7.28,685.04,1.86,0.55,1.23,58.95
Coriander (Cilantro),4.32,7.01,863.17,2.37,0.66,2.38,58.43
Bay leaf (Bay laurel),1.47,7.36,543.9,1.12,0.69,1.5,47.22
Daffodil,0.97,7.0,725.42,2.81,0.17,2.43,56.81
Mint,1.02,7.07,539.54,1.89,1.46,2.47,63.52
Tomato,1.69,5.59,566.32,2.83,1.45,1.69,57.89
Petunia,2.07,6.54,743.9,1.81,0.88,1.84,70.26
Orchid,1.63,6.5,672.59,1.32,0.8,0.69,58.15
Nasturtium,2.2,5.67,595.51,1.12,1.1,1.65,53.07
Lemon verbena,1.06,7.03,920.62,1.46,0.59,1.8,71.59
Snake plant (Sansevieria trifasciata),4.66,5.54,275.18,0.95,1.24,1.02,75.58
Spider plant (Chlorophytum comosum),3.83,6.49,759.48,2.73,0.5,2.16,35.41
Cilantro,3.16,6.25,704.55,1.64,1.15,2.03,58.05
Spider plant (Chlorophytum comosum),0.29,6.0,310.7,2.4,0.17,1.31,61.52
Sage,3.01,6.54,243.61,2.16,0.8,1.49,64.32
Lily,0.11,7.05,423.07,2.51,0.5,1.23,76.5
Lemon balm,2.89,7.49,946.49,1.54,1.17,2.06,52.34
Geranium,1.11,6.18,617.9,1.04,0.61,1.73,73.98
Iris,2.51,6.63,115.91,0.52,0.54,0.56,52.51
African violet (Saintpaulia),1.56,6.48,787.07,1.34,0.51,1.05,42.72
Lavender,2.02,6.75,312.77,1.89,0.65,0.78,58.67
Basil,2.73,6.12,407.08,3.3,1.36,2.23,60.17
Iris,1.08,7.04,761.83,0.71,0.77,0.61,58.59
Stevia,0.62,6.67,426.28,2.08,0.5,1.57,58.29
Parsley,0.87,7.27,826.26,1.52,0.85,1.59,53.33
Fennel,0.52,7.03,634.39,1.62,0.94,1.89,64.17
Lemon verbena,1.2,5.86,803.67,1.53,0.92,1.2,75.18
Mint,2.45,6.01,1434.75,1.71,0.61,1.95,63.13
Basil,1.53,7.24,1237.41,3.15,0.64,2.4,83.78
Peppermint,4.94,7.31,878.3,1.88,0.74,2.27,74.59
Impatiens,2.87,6.03,264.93,2.41,1.03,1.68,72.8
Cilantro,1.99,7.56,362.26,1.74,0.66,2.48,79.03
Orchid,0.8,7.5,129.08,0.76,0.37,1.73,70.63
Jade plant (Crassula ovata),0.33,7.14,780.61,1.14,1.27,0.58,35.58
Marjoram,0.66,5.82,266.82,2.44,0.97,1.93,62.2
Calendula (Pot marigold),2.28,6.69,677.37,1.43,0.7,1.16,63.2
Pansy,1.07,5.76,888.78,1.16,0.61,1.77,52.56
Zinnia,1.09,6.88,611.48,2.74,0.62,1.98,57.1
Rose,2.42,6.54,545.43,1.3,0.5,1.01,58.05
Daffodil,4.42,6.13,718.59,0.54,0.44,1.9,65.93
Marigold,2.47,6.4,355.03,1.81,0.6,1.79,66.49
Fennel,0.87,7.15,207.8,1.19,0.92,1.33,60.4
Geranium,1.61,7.08,600.74,1.7,0.5,1.13,76.53
Tarragon,3.2,6.6,753.96,1.95,0.96,1.94,60.94
Snapdragon,1.89,7.51,299.33,1.51,1.03,1.73,54.86
Basil,0.73,6.61,1079.71,1.76,1.06,1.41,81.09
Lily,1.62,7.07,721.12,1.3,0.57,1.79,69.57
Cilantro,2.07,7.25,799.11,1.56,1.3,2.49,53.32
Tulip,2.25,7.44,267.39,1.85,0.65,2.12,34.34
Iris,0.66,6.74,737.22,2.11,1.27,1.35,49.31
Impatiens,1.92,6.57,528.55,1.36,0.91,1.22,79.95
Jade plant (Crassula ovata),4.56,6.08,363.47,2.98,0.41,1.7,32.5
Marigold,0.88,6.62,692.91,2.7,0.74,1.15,60.08
Snapdragon,1.83,7.09,289.32,1.75,1.02,1.61,69.02
Lily,1.21,5.92,421.38,0.67,1.27,2.47,41.84
Marjoram,0.62,5.9,771.01,2.84,0.98,1.75,57.2
Petunia,0.75,6.1,620.84,2.08,0.58,1.48,71.23
Cilantro,3.39,6.65,472.84,2.81,0.78,1.87,72.19
Spearmint,4.97,6.89,567.66,2.18,0.97,1.93,62.01
Aloe vera,2.95,6.59,170.73,2.64,0.55,1.26,42.81
Crocus,3.74,7.14,101.15,0.63,0.52,2.13,71.71
Bay leaf (Bay laurel),0.58,6.06,283.67,2.32,0.91,1.45,65.92
African violet (Saintpaulia),1.22,7.31,749.16,0.8,0.72,2.12,35.53
Coriander (Cilantro),0.53,6.7,529.61,1.56,0.83,1.27,57.05
African violet (Saintpaulia),3.72,6.13,558.79,2.11,0.63,0.54,39.09
Marjoram,3.54,6.21,275.2,2.02,0.76,1.88,70.09
Lavender cotton (Santolina),3.52,6.13,485.74,1.8,0.79,1.94,42.17
Tarragon,2.0,6.27,309.4,1.98,0.86,1.25,50.56
Mint,3.3,7.29,302.42,1.96,1.14,1.79,83.06
Tomato,2.35,6.48,976.27,1.99,0.75,2.4,71.0
Impatiens,2.68,5.97,945.37,1.14,0.52,1.35,78.43
Impatiens,2.58,6.18,354.12,1.94,1.02,1.52,70.62
Tulip,3.54,7.1,329.47,1.06,1.47,1.2,52.79
Peace lily (Spathiphyllum),2.69,6.92,124.45,1.91,1.12,1.6,58.58
Marjoram,2.22,6.16,661.1,1.81,1.19,1.73,55.75
Petunia,1.72,7.0,814.27,1.66,0.91,1.84,77.85
Peace lily (Spathiphyllum),2.78,5.57,473.46,2.84,1.35,2.08,73.05
Iris,0.68,7.25,786.99,0.65,0.63,1.17,63.74
Thyme,1.13,7.19,974.06,1.32,0.66,1.16,57.91
Thyme,1.19,7.51,862.1,2.89,0.58,1.87,50.44
Crocus,3.53,7.27,142.06,2.43,0.67,2.19,59.42
Thyme,2.15,7.99,916.87,1.28,0.62,1.62,66.41
Tarragon,1.43,6.53,229.72,1.11,0.83,1.87,62.08
Bay leaf (Bay laurel),3.95,6.5,288.37,1.79,0.7,1.36,55.11
Pansy,3.44,6.23,834.89,2.04,0.51,1.45,53.8
Orchid,4.8,6.92,175.92,2.21,0.57,1.6,55.67
Orchid,1.49,5.66,406.41,1.96,0.68,2.18,73.76
Rosemary,2.04,7.54,1183.41,1.77,0.78,1.11,63.58
Cilantro,1.41,6.91,393.73,2.49,0.77,1.61,78.79
Orchid,4.55,7.08,302.28,2.28,0.85,1.29,78.08
Spider plant (Chlorophytum comosum),3.32,6.54,608.69,2.66,0.31,1.35,53.37
African violet (Saintpaulia),3.15,6.61,138.58,2.59,0.13,0.74,63.6
Sage,2.55,7.78,667.17,1.07,0.85,1.36,62.04
Stevia,0.63,7.13,554.11,1.6,0.52,1.47,66.47
Pothos (Epipremnum aureum),3.45,6.59,141.41,0.96,1.49,1.22,66.64
Tomato,4.05,5.63,499.94,2.07,0.86,1.11,52.39
Thyme,3.61,6.15,378.71,2.75,0.85,1.44,66.04
Parsley,2.5,7.4,1120.15,2.03,1.12,1.79,61.47
Sunflower,2.07,7.1,663.4,1.64,0.77,1.51,72.23
Lily,3.98,6.64,720.42,1.03,0.71,1.62,70.66
Marigold,3.01,6.41,363.03,1.11,0.77,1.2,65.04
Aloe vera,3.47,6.35,104.43,2.99,0.44,1.95,73.05
Lemon balm,2.07,6.07,547.0,2.78,1.08,1.92,61.56
Chamomile,2.39,6.38,561.54,1.56,0.75,1.29,72.13
Parsley,1.38,7.28,1006.79,2.83,1.2,2.31,66.64
Coriander (Cilantro),0.84,6.41,1110.92,2.66,0.65,2.28,70.52
Iris,0.42,7.46,568.21,2.19,0.38,1.3,42.51
Pansy,1.35,6.64,305.16,1.42,0.85,2.0,76.67
Chives,1.2,6.81,974.42,1.82,1.09,2.49,79.57
Pothos (Epipremnum aureum),0.78,7.2,626.07,1.89,1.35,1.99,61.59
Sweet pea,3.22,6.33,896.34,2.45,1.18,1.77,50.84
Mint,4.1,6.33,1384.81,2.26,1.41,1.03,86.05
Lemon verbena,2.17,7.12,522.07,2.14,0.68,1.58,69.07
Lavender cotton (Santolina),0.53,7.73,602.35,2.35,0.94,1.43,61.62
Snake plant (Sansevieria trifasciata),4.58,7.45,464.09,1.83,1.03,1.52,46.62
Morning glory,1.14,7.04,781.94,1.14,0.79,1.58,65.09
Dill,1.98,7.36,503.25,1.66,0.72,1.16,65.16
Lily,1.84,5.8,183.54,2.25,0.64,1.09,79.76
Cilantro,4.39,7.85,917.54,1.8,1.25,1.81,52.25
Peace lily (Spathiphyllum),2.01,7.23,278.45,1.69,1.28,1.01,32.95
Spearmint,1.8,6.26,352.6,1.4,0.71,1.69,62.5
Nasturtium,1.66,6.89,774.78,1.1,1.07,1.71,74.18
Sunflower,3.11,7.45,926.57,2.88,0.68,1.28,58.27
Spider plant (Chlorophytum comosum),1.4,5.77,528.96,2.86,1.38,1.99,66.48
Geranium,3.06,5.99,872.77,1.78,0.59,1.83,61.48
African violet (Saintpaulia),4.19,7.46,208.67,0.96,0.73,0.82,66.28
Crocus,1.42,6.72,397.32,2.84,1.16,1.21,72.09
Basil,1.99,6.42,1453.05,2.28,0.74,1.13,75.36
Jade plant (Crassula ovata),4.3,6.66,356.48,2.73,0.72,0.85,57.85
Tulip,3.89,6.13,360.4,2.7,1.26,0.73,66.38
Rosemary,3.0,7.17,1162.7,2.96,0.59,1.91,70.06
Lily,0.97,6.88,233.77,0.77,0.26,1.87,47.44
Impatiens,2.42,6.53,707.36,2.32,1.1,1.39,65.39
Lily,2.0,7.14,316.43,1.22,0.69,2.29,79.2
Snake plant (Sansevieria trifasciata),3.53,7.43,141.08,1.14,1.46,2.32,71.49
Dill,1.69,6.05,586.16,2.18,0.69,1.11,65.87
Peppermint,2.53,6.29,953.68,2.19,0.53,1.69,72.04
Tarragon,0.64,7.07,647.36,2.18,1.0,1.23,67.82
Impatiens,2.5,5.74,557.8,2.34,0.9,1.47,52.47
Rosemary,4.37,7.78,1153.96,1.12,0.81,1.26,53.57
Zinnia,2.22,5.79,406.45,1.26,0.74,1.85,52.12
Stevia,2.69,6.45,717.14,1.48,0.95,1.14,54.04
Chives,2.92,6.83,735.97,3.15,0.74,1.59,62.61
Jade plant (Crassula ovata),3.92,7.01,115.9,2.75,0.67,0.52,76.55
Pansy,2.81,5.66,987.78,1.52,0.59,1.0,74.9
Calendula (Pot marigold),2.36,7.26,713.27,1.92,0.95,1.44,68.71
Coriander (Cilantro),2.9,6.36,382.73,2.5,1.1,1.95,76.24
Peace lily (Spathiphyllum),1.52,6.3,410.72,1.41,1.08,1.15,76.96
Nasturtium,1.59,7.01,814.55,1.22,1.06,1.88,52.92
Iris,0.91,5.82,109.66,2.41,0.61,2.48,46.98
Chives,2.1,6.2,813.08,1.9,0.66,2.2,67.17
Morning glory,1.18,6.92,246.14,2.3,1.18,1.86,67.39
Lavender cotton (Santolina),3.95,7.02,364.14,1.44,0.51,1.25,41.97
Peace lily (Spathiphyllum),4.98,5.53,146.64,2.68,1.46,2.25,48.47
African violet (Saintpaulia),0.86,6.36,643.94,1.44,1.0,1.27,75.86
Zinnia,3.01,7.02,859.09,2.9,0.94,1.45,55.14
Parsley,1.34,7.11,1177.68,1.93,1.07,2.42,56.05
Orchid,1.98,7.18,220.65,2.23,0.24,1.69,35.3
Snake plant (Sansevieria trifasciata),4.69,6.23,539.8,1.23,0.52,1.19,56.2
Sage,1.18,7.69,323.2,1.56,0.63,1.8,54.24
Parsley,1.12,6.99,317.67,2.64,1.18,1.54,60.83
Marigold,0.68,7.26,524.29,1.89,0.73,1.84,40.89
Lemon verbena,1.51,5.75,869.72,1.12,0.92,1.43,71.93
Marigold,1.66,6.28,401.22,1.79,0.66,1.31,52.11
Tomato,3.63,6.19,267.43,1.72,1.05,1.78,51.79
Parsley,2.49,6.81,391.36,2.84,1.2,1.59,73.63
Chamomile,2.86,6.77,593.94,2.1,1.2,1.08,65.0
Basil,1.45,5.76,696.37,3.46,1.12,1.1,65.48
Tarragon,2.9,7.09,273.49,2.43,0.65,1.2,55.05
Tulip,1.11,6.03,216.4,0.64,0.52,1.32,68.06
Tomato,3.31,6.14,983.62,2.86,0.68,1.63,55.7
Iris,4.59,6.6,190.44,1.83,1.05,1.69,76.14
Dill,2.85,5.6,206.81,2.14,0.92,1.66,46.05
Lemon verbena,1.21,6.14,692.92,2.26,0.95,1.81,55.73
Tomato,0.77,6.97,501.11,2.87,0.68,1.73,57.8
Snapdragon,1.66,7.56,278.28,1.5,0.62,1.94,43.81
Marjoram,1.69,5.83,872.15,1.81,0.62,1.44,70.06
Pansy,1.23,6.54,902.07,1.25,1.19,1.85,58.99
Tarragon,1.11,7.63,586.51,1.34,0.84,1.49,56.71
Sunflower,3.05,6.14,272.39,2.31,0.99,1.55,69.85
Jade plant (Crassula ovata),0.28,6.93,251.15,1.57,1.17,0.89,40.82
Coriander (Cilantro),3.65,6.31,502.65,2.78,0.51,1.43,55.83
African violet (Saintpaulia),1.07,6.16,278.49,0.75,0.13,2.21,31.05
Orchid,4.05,6.78,160.58,2.84,0.72,1.22,59.39
Nasturtium,0.72,7.09,591.45,1.95,1.03,1.83,63.88
Oregano,2.63,7.49,928.13,2.42,1.09,1.52,41.34
Snapdragon,2.31,6.62,261.6,2.32,0.55,1.79,64.31
Rosemary,0.69,7.94,647.45,2.29,0.59,1.02,52.89
Impatiens,2.53,7.4,466.9,2.22,0.58,1.43,72.99
Nasturtium,1.53,5.52,220.94,1.48,0.63,1.46,69.49
Lavender cotton (Santolina),3.84,7.63,742.59,2.12,1.14,1.71,63.2
Lemon verbena,0.9,6.79,652.8,1.48,0.83,1.86,66.85
Tarragon,1.41,7.01,387.19,2.05,0.88,1.89,54.11
Calendula (Pot marigold),2.72,6.43,751.28,1.7,0.96,1.57,62.93
Cilantro,1.74,6.01,1047.36,2.19,1.18,2.22,73.38
Rosemary,3.78,7.64,530.21,2.53,0.65,1.38,58.3
Chamomile,2.3,7.01,641.0,1.15,0.87,1.34,73.47
Aloe vera,0.75,7.04,454.4,1.39,1.3,2.08,79.99
Cilantro,1.26,6.93,552.09,1.76,1.14,2.35,76.29
Pansy,0.89,6.44,769.2,2.05,1.0,1.93,72.39
Geranium,2.31,7.25,416.36,1.3,0.71,1.83,79.2
Tarragon,1.38,7.24,272.61,1.33,0.79,1.19,59.88
Snapdragon,1.08,6.62,592.16,1.3,1.14,1.28,56.57
Sage,2.47,6.35,292.31,1.42,0.79,1.11,44.37
Fennel,0.55,7.16,499.23,1.26,0.64,1.81,56.83
Sweet pea,1.36,6.51,885.42,1.88,0.84,1.27,56.02
Rose,1.9,6.6,346.68,1.72,0.5,2.29,47.95
Daffodil,4.58,6.03,718.65,1.83,0.63,0.88,31.36
Daffodil,4.03,7.47,325.27,1.02,0.1,1.66,30.18
Pothos (Epipremnum aureum),4.74,5.75,563.0,2.03,1.11,1.75,69.96
Zinnia,1.06,6.2,664.28,1.78,0.64,1.35,57.01
Peppermint,2.39,6.39,825.22,1.15,0.97,1.03,67.02
Tomato,0.76,6.28,576.49,2.35,1.08,2.26,51.45
African violet (Saintpaulia),3.2,6.5,300.99,1.92,0.55,1.57,35.73
Snapdragon,2.28,7.04,762.51,2.87,1.02,1.37,65.47
Chamomile,2.86,6.82,263.69,2.43,1.09,1.8,66.32
Zinnia,2.39,5.73,597.48,2.08,0.54,1.55,50.12
Calendula (Pot marigold),0.6,6.78,304.2,2.34,0.86,1.32,66.72
Daffodil,0.7,6.19,385.3,1.53,0.86,2.5,41.62
Pothos (Epipremnum aureum),2.38,6.15,621.17,2.62,1.44,1.09,33.24
Marjoram,1.05,6.27,615.25,1.9,0.6,1.02,67.52
Tomato,4.3,6.29,888.56,2.47,1.33,1.54,70.05
Peppermint,3.95,7.21,345.96,1.48,0.89,1.09,63.14
Chamomile,3.38,5.64,344.18,1.15,0.92,1.98,65.28
Lemon verbena,1.01,5.77,1066.83,2.14,0.86,1.11,50.33
Chives,3.05,6.6,972.4,3.46,0.52,1.38,62.2
Tulip,4.89,5.82,291.62,0.96,0.37,2.49,77.22
Pansy,2.67,7.0,550.18,1.72,1.16,1.37,71.41
Peppermint,3.37,6.32,713.17,2.8,0.6,1.04,64.76
Bay leaf (Bay laurel),2.15,7.7,705.51,2.82,0.76,1.79,58.27
Geranium,1.26,6.91,327.32,1.46,1.02,1.77,57.34
Stevia,0.9,7.41,313.67,1.3,0.56,1.03,74.4
Cilantro,3.95,7.2,844.29,2.49,0.59,2.48,78.37
Sage,1.81,6.57,308.4,1.38,0.86,1.02,50.84
Cilantro,4.18,7.83,574.3,1.6,0.88,1.51,64.18
Geranium,1.2,5.53,739.25,2.98,0.73,1.31,64.13
Marjoram,3.9,7.42,453.49,2.69,0.78,1.33,61.41
Fennel,1.76,7.63,673.27,1.4,0.55,1.22,46.86
Sweet pea,2.86,5.86,605.44,1.55,0.65,1.06,63.39
Tulip,1.31,6.66,139.83,2.22,0.83,1.6,50.18
Chamomile,1.56,6.25,261.34,2.07,0.78,1.65,74.36
Tarragon,2.31,6.87,569.23,2.47,0.68,1.69,52.71
Nasturtium,2.15,6.15,693.76,1.81,0.71,1.76,56.04
African violet (Saintpaulia),1.49,6.14,268.65,2.56,1.34,0.81,43.58
Marigold,2.28,7.51,752.43,1.47,0.84,1.27,59.11
Geranium,1.14,6.92,507.62,1.64,0.82,1.54,52.91
Bay leaf (Bay laurel),2.15,6.1,724.59,2.11,0.71,1.71,59.97
Lemon verbena,3.47,6.4,442.04,1.92,0.96,1.93,74.95
Basil,3.48,5.78,1488.29,3.39,1.03,2.12,78.8
Rose,2.55,6.04,224.23,1.03,0.68,2.42,43.75
Crocus,3.39,5.77,582.53,1.82,0.81,2.21,33.67
Stevia,0.65,7.18,445.56,1.4,0.88,1.36,64.34
Peppermint,3.54,6.03,966.41,1.75,1.04,1.87,72.74
Daffodil,1.34,5.78,616.51,2.45,1.09,2.21,35.06
Sunflower,3.48,7.12,488.11,1.53,0.69,1.49,56.11
Spearmint,3.66,6.84,389.4,1.04,1.19,1.89,88.3
Morning glory,0.71,6.87,525.36,1.5,1.03,1.05,67.62
Lemon verbena,1.61,6.31,314.61,2.15,0.87,1.34,57.14
Impatiens,1.65,6.08,938.85,1.91,0.82,1.03,74.12
Tarragon,2.82,7.1,341.66,1.76,0.93,1.92,62.94
Mint,4.57,6.69,683.0,2.58,0.8,1.51,69.68
Oregano,1.68,7.42,342.03,2.45,1.18,1.17,43.22
Tarragon,1.74,6.4,285.6,1.45,0.57,1.47,64.63
Marigold,3.06,6.92,480.81,2.74,0.68,1.85,60.05
Snapdragon,3.85,6.84,602.35,1.68,0.6,1.23,63.61
Tulip,3.33,6.71,328.77,0.54,1.47,0.92,46.59
Zinnia,2.43,6.14,431.08,2.13,0.69,1.47,55.25
Basil,1.4,6.04,458.49,1.84,0.68,2.39,60.43
Basil,1.71,5.59,1243.83,1.69,0.92,2.42,84.84
Parsley,2.56,6.99,450.58,1.95,0.68,1.75,63.39
Mint,4.3,6.89,1342.17,2.33,1.41,1.88,82.8
African violet (Saintpaulia),4.66,5.52,255.02,0.73,0.71,2.07,77.33
Lavender,3.25,7.83,454.68,1.18,1.07,0.96,66.97
Lavender cotton (Santolina),2.01,7.81,693.69,1.38,0.98,1.3,54.18
Parsley,1.97,6.52,975.4,2.42,0.65,1.08,77.07
Sunflower,1.98,6.4,986.52,2.25,0.93,1.92,68.93
Stevia,0.92,5.67,796.89,1.58,0.63,1.39,79.12
Cilantro,2.74,7.46,1052.59,2.24,1.26,2.17,77.22
Lavender,3.25,7.99,210.81,1.13,0.63,1.93,52.57
Lemon verbena,2.93,7.06,395.19,2.46,0.88,1.17,60.84
Geranium,1.6,6.72,285.32,2.0,0.74,1.23,79.96
Spider plant (Chlorophytum comosum),2.1,5.92,743.49,1.52,1.06,2.13,46.4
Parsley,0.61,7.33,945.47,2.48,1.19,1.2,59.28
Orchid,2.34,5.94,197.25,1.82,0.23,0.94,40.55
Bay leaf (Bay laurel),1.64,7.81,518.06,2.5,0.88,1.37,56.74
Calendula (Pot marigold),1.35,6.66,450.93,2.11,0.85,1.32,53.82
Pothos (Epipremnum aureum),3.05,7.09,796.18,1.28,0.54,2.06,61.79
Oregano,1.58,6.04,898.82,2.49,0.76,1.39,48.04
Lavender cotton (Santolina),1.84,7.43,740.13,1.77,1.0,1.17,43.82
Peace lily (Spathiphyllum),2.94,7.03,461.45,0.69,1.42,0.81,52.65
Cilantro,3.88,6.4,521.71,1.92,1.39,1.04,62.62
Thyme,0.8,6.27,370.32,2.81,0.91,1.86,52.39
Sweet pea,1.82,7.19,452.33,2.62,0.89,1.19,52.33
Peace lily (Spathiphyllum),2.05,6.81,288.1,2.05,0.75,2.35,54.68
Marigold,1.41,7.14,616.5,2.21,1.09,1.41,56.75
Sweet pea,2.78,6.91,262.45,2.67,0.99,1.06,70.44
Spearmint,3.59,7.21,1129.75,1.79,0.94,2.13,88.69
Orchid,3.08,6.79,607.29,1.08,0.98,2.42,33.63
Bay leaf (Bay laurel),2.16,6.43,275.16,1.97,0.81,1.7,67.31
Spearmint,3.11,6.75,797.41,2.6,1.06,1.64,84.57
Peppermint,1.32,6.05,489.83,2.25,0.82,1.94,86.81
Marjoram,2.03,5.5,578.08,1.01,1.2,1.3,64.46
Morning glory,2.2,6.7,665.34,1.13,0.58,1.92,76.97
Tulip,1.51,7.09,679.94,2.01,0.1,2.08,40.63
Snake plant (Sansevieria trifasciata),4.21,5.72,757.42,1.22,0.65,1.98,48.54
Tarragon,2.89,7.3,359.0,1.41,0.96,1.1,67.91
Tulip,1.96,5.53,186.21,1.45,1.35,1.32,69.66
Pansy,0.71,6.26,234.57,1.37,0.51,1.32,51.54
Cilantro,0.95,6.36,462.64,1.65,1.24,1.62,56.07
Spider plant (Chlorophytum comosum),1.67,5.87,337.36,1.84,0.34,0.71,79.23
Peace lily (Spathiphyllum),4.82,6.69,557.25,0.91,0.22,2.08,75.59
Marigold,2.88,6.1,374.77,1.14,0.87,1.34,51.72
Tarragon,1.6,7.38,779.62,1.04,0.82,1.61,64.31
Chives,3.37,7.15,765.01,3.34,0.98,1.04,85.0
Dill,3.03,6.63,307.42,1.32,0.97,1.57,48.21
Cilantro,4.33,7.63,376.73,2.56,1.35,1.12,56.75
Lily,2.9,7.15,234.23,2.21,1.0,2.44,70.24
Lavender,2.46,7.25,494.3,2.2,0.54,1.18,62.53
Spider plant (Chlorophytum comosum),0.45,6.3,773.9,1.82,0.13,1.29,49.45
Pansy,0.73,7.43,447.99,1.89,1.1,1.29,78.78
Chives,1.47,6.43,1168.43,3.32,0.92,1.32,58.01
Sage,3.34,7.73,266.25,1.89,0.59,1.39,45.07
Lemon verbena,1.66,7.36,496.28,2.28,0.99,1.14,64.65
Mint,3.5,7.2,1344.45,1.99,1.44,2.16,85.23
Crocus,3.54,6.49,490.43,0.93,0.86,1.14,49.4
Tulip,2.85,6.13,236.13,1.56,0.2,2.42,68.43
Crocus,0.14,6.81,569.63,1.72,0.76,0.8,56.6
Stevia,0.62,7.05,533.73,1.26,0.74,1.69,63.8
Bay leaf (Bay laurel),1.6,7.01,374.47,2.11,1.2,1.43,51.66
Snake plant (Sansevieria trifasciata),4.44,5.84,301.86,2.13,0.16,1.89,40.92
Peace lily (Spathiphyllum),2.64,6.54,442.81,1.18,0.19,0.75,53.34
Calendula (Pot marigold),1.69,6.45,411.49,1.54,0.66,1.76,58.2
Rose,0.59,5.58,399.45,2.82,0.44,2.08,33.06
Daffodil,0.17,6.13,375.18,0.73,1.14,2.14,51.89
Oregano,2.35,6.54,976.61,2.28,0.7,2.0,64.46
Orchid,4.88,6.58,190.96,1.85,0.19,0.88,62.44
Rosemary,2.99,6.76,666.52,2.09,0.78,1.59,71.88
Snapdragon,3.38,7.42,338.51,2.48,1.04,1.27,50.52
Calendula (Pot marigold),2.9,6.83,450.07,2.43,0.71,1.62,72.11
Marigold,1.92,6.73,612.77,2.01,0.97,1.81,66.01
Peppermint,2.38,6.03,586.84,2.09,0.89,1.34,79.27
Snapdragon,0.91,6.67,736.17,2.2,0.73,1.7,61.26
Tomato,2.63,5.82,200.63,1.82,0.76,2.04,59.54
Calendula (Pot marigold),1.98,6.8,364.19,1.57,0.96,1.68,56.86
Fennel,3.17,6.9,537.13,2.28,0.96,1.35,57.57
Iris,4.37,6.59,524.45,2.19,0.2,1.13,79.62
Peace lily (Spathiphyllum),4.98,6.92,340.38,2.56,1.13,2.34,42.11
Daffodil,3.21,7.03,484.82,0.81,0.38,2.38,36.38
